# x	y
12.0000	188.3550
3.0000	101.3286
11.0000	154.8223
11.0000	281.3835
5.0000	-14.8109
-11.0000	115.0424
3.0000	15.5765
-14.0000	292.9583
1.0000	54.8390
-18.0000	325.5343
10.0000	75.8984
-3.0000	111.9387
-12.0000	318.4798
7.0000	-157.4611
-8.0000	166.4094
6.0000	-147.2558
-4.0000	29.6750
-14.0000	-49.3015
2.0000	97.9294
0.0000	-13.7155
-16.0000	95.2085
-1.0000	-6.9674
-14.0000	211.0916
-10.0000	127.1045
-19.0000	362.0831
1.0000	40.8032
-19.0000	551.8193
8.0000	21.8340
-15.0000	328.2232
-8.0000	129.7265
-16.0000	225.7324
-16.0000	131.5515
-7.0000	10.6097
7.0000	190.2375
-19.0000	441.9751
-6.0000	113.7503
3.0000	55.1155
13.0000	226.7448
10.0000	99.6424
-4.0000	109.9499
-14.0000	146.9949
-1.0000	-114.4777
-13.0000	122.4606
-20.0000	333.4592
13.0000	50.4292
-18.0000	405.9902
-11.0000	121.4950
1.0000	121.6400
0.0000	121.1052
9.0000	46.3283
0.0000	-151.1730
16.0000	275.9007
-16.0000	434.9901
-20.0000	476.0410
18.0000	184.4509
-5.0000	1.3350
-14.0000	207.4436
12.0000	320.7653
6.0000	69.0469
10.0000	164.3957
0.0000	31.2490
1.0000	-54.9084
15.0000	247.7076
0.0000	-5.4560
-8.0000	94.9089
10.0000	44.1244
20.0000	284.1013
19.0000	517.3696
-17.0000	387.0824
6.0000	183.6720
4.0000	36.0848
-7.0000	63.4307
-19.0000	414.5303
0.0000	41.2818
-6.0000	60.0081
19.0000	480.8995
18.0000	189.2921
-4.0000	57.7841
2.0000	166.1968
0.0000	-66.0276
16.0000	412.8631
-5.0000	210.1407
-15.0000	162.3859
2.0000	-4.9259
-10.0000	-43.6788
-18.0000	442.5849
-12.0000	24.8411
-18.0000	470.9630
10.0000	160.8992
16.0000	297.4183
-1.0000	-70.8742
-20.0000	191.2235
-20.0000	529.7130
16.0000	125.1919
-5.0000	60.9362
18.0000	289.4920
7.0000	-59.8794
-8.0000	-24.3015
4.0000	106.6498
7.0000	96.1756
19.0000	354.0000
3.0000	111.0000
9.0000	-488.0000
-19.0000	-23.0000
4.0000	362.0000
-1.0000	150.0000
0.0000	1.0000
-14.0000	190.0000
-4.0000	-181.0000
10.0000	419.0000
-9.0000	-79.0000
-13.0000	110.0000
-17.0000	346.0000
18.0000	-283.0000
0.0000	358.0000
-13.0000	12.0000
-9.0000	-299.0000
-4.0000	-289.0000
-12.0000	260.0000
17.0000	-450.0000
20.0000	77.0000
-11.0000	-303.0000
0.0000	465.0000
3.0000	-376.0000
8.0000	483.0000
3.0000	119.0000
12.0000	41.0000
15.0000	-222.0000
-10.0000	-377.0000
15.0000	203.0000
15.0000	-224.0000
-6.0000	-240.0000
-13.0000	-147.0000
11.0000	-34.0000
-5.0000	-225.0000
18.0000	-30.0000
7.0000	80.0000
-17.0000	333.0000
-8.0000	-305.0000
-6.0000	64.0000
-19.0000	70.0000
-14.0000	232.0000
-20.0000	128.0000
-4.0000	-403.0000
10.0000	-32.0000
7.0000	88.0000
-18.0000	69.0000
0.0000	-34.0000
11.0000	413.0000
0.0000	-256.0000
-6.0000	421.0000
13.0000	330.0000
-8.0000	-416.0000
-2.0000	371.0000
-10.0000	287.0000
9.0000	402.0000
20.0000	192.0000
-17.0000	35.0000
12.0000	24.0000
-12.0000	434.0000
10.0000	193.0000
-9.0000	-62.0000
-13.0000	491.0000
15.0000	400.0000
1.0000	-24.0000
14.0000	211.0000
11.0000	-270.0000
-20.0000	-388.0000
6.0000	13.0000
14.0000	167.0000
12.0000	-37.0000
9.0000	281.0000
-8.0000	-370.0000
-11.0000	-496.0000
-14.0000	221.0000
-13.0000	-396.0000
-8.0000	176.0000
-17.0000	-189.0000
-9.0000	44.0000
18.0000	-369.0000
-7.0000	-31.0000
9.0000	-438.0000
-2.0000	210.0000
3.0000	-12.0000
19.0000	65.0000
-1.0000	225.0000
20.0000	-448.0000
16.0000	-245.0000
13.0000	-77.0000
16.0000	154.0000
-1.0000	453.0000
-18.0000	-115.0000
13.0000	-222.0000
9.0000	74.0000
6.0000	349.0000
-4.0000	248.0000
1.0000	107.0000
-12.0000	-398.0000
-7.0000	-461.0000
-9.0000	75.0000
