# x	y
-4.0000	68.7786
3.0000	103.9000
-10.0000	48.6600
-8.0000	-22.4270
-4.0000	45.8495
1.0000	1.5258
-10.0000	203.8281
12.0000	289.3642
-9.0000	85.4628
12.0000	149.5723
2.0000	141.7760
-7.0000	-15.8185
13.0000	132.5887
-1.0000	42.7785
-8.0000	-47.9125
1.0000	44.8047
10.0000	189.7658
8.0000	250.7553
14.0000	402.1675
0.0000	43.9683
-15.0000	122.2573
1.0000	186.1967
1.0000	44.3895
4.0000	102.6719
-9.0000	162.8561
1.0000	26.5073
13.0000	290.1324
-4.0000	69.8018
-4.0000	-44.1253
-6.0000	-166.8333
3.0000	-57.2879
-1.0000	-32.0190
9.0000	51.9596
-9.0000	32.4070
4.0000	89.8288
-1.0000	-36.2413
-18.0000	421.9979
8.0000	158.6340
-8.0000	209.2111
12.0000	310.3471
14.0000	-45.9329
-15.0000	189.8630
-8.0000	-5.0522
-19.0000	450.9552
-6.0000	-142.0670
-7.0000	57.5971
5.0000	134.9989
14.0000	300.4576
-3.0000	8.4729
19.0000	366.6487
19.0000	363.6024
9.0000	105.5641
15.0000	251.2995
13.0000	235.3283
-7.0000	4.2842
13.0000	229.6121
-13.0000	83.9180
-5.0000	54.3056
19.0000	375.6869
-3.0000	-39.8361
-9.0000	20.4898
6.0000	15.9327
-9.0000	285.3298
-18.0000	203.7949
10.0000	147.6728
13.0000	102.6112
1.0000	-144.1953
-19.0000	280.3398
15.0000	391.3981
1.0000	40.5328
-7.0000	168.5903
7.0000	52.9556
7.0000	33.1352
-2.0000	43.9330
17.0000	314.2053
7.0000	-36.3240
17.0000	574.2576
15.0000	244.3122
-11.0000	103.1193
16.0000	276.2983
-7.0000	183.1750
13.0000	275.7449
-2.0000	-273.9568
-7.0000	100.4219
-20.0000	172.4268
-4.0000	37.2583
9.0000	-39.0342
-1.0000	-107.9316
-6.0000	71.0891
-18.0000	356.9098
-15.0000	9.2153
-12.0000	261.2907
8.0000	231.1484
-2.0000	-5.1204
-18.0000	288.0594
-10.0000	-137.3126
-5.0000	118.5688
-8.0000	78.7301
14.0000	283.6282
6.0000	40.0681
-7.0000	139.0000
17.0000	-165.0000
-7.0000	221.0000
-1.0000	292.0000
18.0000	147.0000
-2.0000	-274.0000
-2.0000	479.0000
9.0000	-199.0000
9.0000	-408.0000
-4.0000	383.0000
6.0000	-431.0000
18.0000	290.0000
13.0000	-310.0000
-20.0000	-246.0000
-3.0000	362.0000
-8.0000	-52.0000
18.0000	71.0000
-13.0000	216.0000
18.0000	90.0000
-20.0000	477.0000
5.0000	438.0000
3.0000	-364.0000
19.0000	-359.0000
-5.0000	-446.0000
-13.0000	127.0000
-20.0000	202.0000
2.0000	-1.0000
-5.0000	116.0000
-5.0000	-167.0000
-4.0000	356.0000
13.0000	211.0000
-14.0000	-466.0000
-2.0000	-221.0000
-15.0000	294.0000
-3.0000	-84.0000
-14.0000	-158.0000
-11.0000	498.0000
12.0000	-55.0000
15.0000	-316.0000
13.0000	-277.0000
-10.0000	-45.0000
10.0000	256.0000
-4.0000	200.0000
4.0000	311.0000
-3.0000	-450.0000
-14.0000	-125.0000
-10.0000	-198.0000
-5.0000	112.0000
16.0000	439.0000
3.0000	456.0000
-7.0000	153.0000
4.0000	-205.0000
-13.0000	-117.0000
-7.0000	-337.0000
16.0000	-424.0000
18.0000	357.0000
-19.0000	37.0000
0.0000	-364.0000
-4.0000	-70.0000
11.0000	-178.0000
-18.0000	-397.0000
20.0000	305.0000
-14.0000	152.0000
-9.0000	379.0000
-9.0000	-479.0000
-5.0000	235.0000
-6.0000	420.0000
5.0000	193.0000
10.0000	-255.0000
-8.0000	-262.0000
-13.0000	-123.0000
-17.0000	-489.0000
-20.0000	-350.0000
5.0000	303.0000
5.0000	212.0000
-1.0000	-36.0000
15.0000	339.0000
18.0000	193.0000
10.0000	-263.0000
-5.0000	-130.0000
-8.0000	371.0000
-15.0000	-183.0000
-7.0000	-136.0000
-6.0000	181.0000
2.0000	-145.0000
5.0000	249.0000
15.0000	-444.0000
-2.0000	-161.0000
-18.0000	-134.0000
18.0000	238.0000
18.0000	-26.0000
11.0000	-82.0000
-13.0000	189.0000
-3.0000	-352.0000
14.0000	-122.0000
-14.0000	-107.0000
12.0000	-280.0000
5.0000	-369.0000
-6.0000	-56.0000
4.0000	134.0000
